record_id,term_en,term_de,term_norm_en,term_norm_de,mention_count
CARDIO_001978,St . Jude Medical Regent,St. Jude Medical Regent,st . jude medical regent,st. jude medical regent,1
CARDIO_001979,mechanical valve,mechanische Herzklappe,mechanical valve,mechanische herzklappe,4
CARDIO_001980,Pacemaker,Herzschrittmacher,pacemaker,herzschrittmacher,3
CARDIO_001981,root replacement,Wurzelersatz,root replacement,wurzelersatz,4
CARDIO_001982,Biocor porcine valve,Biocor-Schweineklappe,biocor porcine valve,biocor-schweineklappe,1
CARDIO_001983,Maze procedure,Maze-Verfahren,maze procedure,maze-verfahren,3
CARDIO_001984,Left ventricular assist device,Linksventrikuläres Herzunterstützungssystem,left ventricular assist device,linksventrikuläres herzunterstützungssystem,1
CARDIO_001985,MYOCYTE,MYOZYT,myocyte,myozyt,4
CARDIO_001986,ventricular resection,Ventrikelresektion,ventricular resection,ventrikelresektion,1
CARDIO_001987,myocyte,Myozyt,myocyte,myozyt,9
CARDIO_001988,implantable cardioverter - defibrillator,Implantierbarer Kardioverter-Defibrillator,implantable cardioverter - defibrillator,implantierbarer kardioverter-defibrillator,2
CARDIO_001989,MYOCARDIUM,MYOKARD,myocardium,myokard,1
CARDIO_001990,CONGESTIVE CARDIOMYOPATHY,KONGESTIVE KARDIOMYOPATHIE,congestive cardiomyopathy,kongestive kardiomyopathie,1
CARDIO_001991,CORONARY ARTERY,Koronararterie,coronary artery,koronararterie,3
CARDIO_001992,ATHEROSCLEROSIS,Atherosklerose,atherosclerosis,atherosklerose,3
CARDIO_001993,Esophagogastric,Ösophagogastrisch,esophagogastric,ösophagogastrisch,1
CARDIO_001994,CLOTS,BLUTGERINNLUNGEN,clots,blutgerinnlungen,1
CARDIO_001995,congophilic,kongophile,congophilic,kongophile,1
CARDIO_001996,posterior descending artery,posterior absteigende Arterie,posterior descending artery,posterior absteigende arterie,4
CARDIO_001997,VALVULAR,KLAPPENBEDINGT,valvular,klappenbedingt,4
CARDIO_001998,AUTOMATIC IMPLANTABLE CARDIOVERTER - DEFIBRILLATOR,AUTOMATISCHER IMPLANTIERBARER KARDIOVERTER-DEFIBRILLATOR,automatic implantable cardioverter - defibrillator,automatischer implantierbarer kardioverter-defibrillator,2
CARDIO_001999,Delerium,Delirium,delerium,delirium,1
CARDIO_002000,autonomic,autonom,autonomic,autonom,1
CARDIO_002001,ICD-9-CM,ICD-9-CM,icd-9-cm,icd-9-cm,90
CARDIO_002002,ESSENTIAL HYPERTENSION,ESSENTIELLE HYPERTENSION,essential hypertension,essentielle hypertension,2
CARDIO_002003,middle cardiac vein,mittlere Herzvene,middle cardiac vein,mittlere herzvene,3
CARDIO_002004,SMALL VESSEL DISEASE,KLEINGEFÄSSERKRANKUNG,small vessel disease,kleingefässerkrankung,3
CARDIO_002005,antipsychotic,Antipsychotikum,antipsychotic,antipsychotikum,1
CARDIO_002006,anterior interventricular,anteriorer interventrikulärer,anterior interventricular,anteriorer interventrikulärer,1
CARDIO_002007,ankle-brachial indices,Knöchel-Arm-Index,ankle-brachial indices,knöchel-arm-index,1
CARDIO_002008,transthoracic echocardiogram,transthorakales Echokardiogramm,transthoracic echocardiogram,transthorakales echokardiogramm,9
CARDIO_002009,Ejection fraction,Ejektionsfraktion,ejection fraction,ejektionsfraktion,2
CARDIO_002010,angina pectoris,Angina pectoris,angina pectoris,angina pectoris,3
CARDIO_002011,ventriculography,Ventrikulographie,ventriculography,ventrikulographie,2
CARDIO_002012,PTCA,PTCA,ptca,ptca,5
CARDIO_002013,RI,RI,ri,ri,1
CARDIO_002014,CONGESTION HEART FAILURE,KONGESTIVE HERZINSUFFIZIENZ,congestion heart failure,kongestive herzinsuffizienz,1
CARDIO_002015,left anterior descending coronary artery,linke vordere absteigende Koronararterie,left anterior descending coronary artery,linke vordere absteigende koronararterie,3
CARDIO_002016,lacunar CVAs,Lakunäre zerebrovaskuläre Unfälle,lacunar cvas,lakunäre zerebrovaskuläre unfälle,1
CARDIO_002017,St . Jude mechanical,St. Jude-mechanische,st . jude mechanical,st. jude-mechanische,1
CARDIO_002018,aortic,Aorten-,aortic,aorten-,1
CARDIO_002019,Procardia,Procardia,procardia,procardia,3
CARDIO_002020,tibioperoneal trunk,Tibioperonealer Stamm,tibioperoneal trunk,tibioperonealer stamm,1
CARDIO_002021,RUPTURED ABDOMINAL AORTIC ANEURYSM,GERISSENES ABDOMINALES AORTENANEURYSMA,ruptured abdominal aortic aneurysm,gerissenes abdominales aortenaneurysma,1
CARDIO_002022,Tricuspid atresia,Trikuspidalatresie,tricuspid atresia,trikuspidalatresie,1
CARDIO_002023,Fontan procedure,Fontan-Verfahren,fontan procedure,fontan-verfahren,2
CARDIO_002024,Pre,Pre,pre,pre,4
CARDIO_002025,TYPE B AORTIC DISSECTION,AORTENDISSEKTION TYP B,type b aortic dissection,aortendissektion typ b,1
CARDIO_002026,LEADING,Elektrode,leading,elektrode,1
CARDIO_002027,FOLLICULAR THYROID CANCER,FOLLIKULÄRER SCHILDDRÜSENKREBS,follicular thyroid cancer,follikulärer schilddrüsenkrebs,1
CARDIO_002028,AV bridge fistula,AV-Brückenfistel,av bridge fistula,av-brückenfistel,2
CARDIO_002029,gastroesophageal,gastroösophageal,gastroesophageal,gastroösophageal,1
CARDIO_002030,CARDIOMYOPATHY,Kardiomyopathie,cardiomyopathy,kardiomyopathie,3
CARDIO_002031,LEFT VENTRICULAR ASSIST DEVICE,VENTRIKULÄRES UNTERSTÜTZGERÄT FÜR DEN LINKEN VENTRIKEL,left ventricular assist device,ventrikuläres unterstützgerät für den linken ventrikel,3
CARDIO_002032,RIGHT VENTRICULAR ASSIST DEVICE,RECHTSVENTRIKULÄRES UNTERSTÜTZGERÄT,right ventricular assist device,rechtsventrikuläres unterstützgerät,1
CARDIO_002033,PULMONARY FIBROSIS,LUNGENFIBROSE,pulmonary fibrosis,lungenfibrose,3
CARDIO_002034,Wenckebach cycle,Wenckebach-Zyklus,wenckebach cycle,wenckebach-zyklus,1
CARDIO_002035,small vessal,kleines Gefäß,small vessal,kleines gefäß,1
CARDIO_002036,TRICUSPID VALVES,Trikuspidalklappen,tricuspid valves,trikuspidalklappen,1
CARDIO_002037,PORTAL HYPERTENSION,PORTALE HYPERTENSION,portal hypertension,portale hypertension,4
CARDIO_002038,PORTOSYSTEMIC GRADIENT,PORTOSYSTEMISCHER GRADIENT,portosystemic gradient,portosystemischer gradient,2
CARDIO_002039,PPM,PPM,ppm,ppm,1
CARDIO_002040,Pletal,Pletal,pletal,pletal,1
CARDIO_002041,NG,NG,ng,ng,2
CARDIO_002042,right heart catheterization,Rechtsherzkatheterisierung,right heart catheterization,rechtsherzkatheterisierung,2
CARDIO_002043,NICM,NICM,nicm,nicm,4
CARDIO_002044,thiazide diuretics,Thiaziddiuretika,thiazide diuretics,thiaziddiuretika,1
CARDIO_002045,flexed - monitor observation bed,flexed – Beobachtungsbett,flexed - monitor observation bed,flexed – beobachtungsbett,1
CARDIO_002046,Capture Fix Novus,Capture Fix Novus,capture fix novus,capture fix novus,1
CARDIO_002047,Cushing,Cushing,cushing,cushing,1
CARDIO_002048,Pitting edema,eindrückbares Ödem,pitting edema,eindrückbares ödem,1
CARDIO_002049,Heart rate,Herzfrequenz,heart rate,herzfrequenz,5
CARDIO_002050,Jugular venous pressure,Jugularvenendruck,jugular venous pressure,jugularvenendruck,2
CARDIO_002051,vital signs--,Vitalparameter--,vital signs--,vitalparameter--,1
CARDIO_002052,Blood pressure,Blutdruck,blood pressure,blutdruck,1
CARDIO_002053,Vital,Vital,vital,vital,1
CARDIO_002054,Electrocardiogram,Elektrokardiogramm,electrocardiogram,elektrokardiogramm,8
CARDIO_002055,ventricular pacing,ventrikuläre Stimulation,ventricular pacing,ventrikuläre stimulation,1
CARDIO_002056,PERICARDIAC,PERIKARDIAL,pericardiac,perikardial,1
CARDIO_002057,heart block,Herzblock,heart block,herzblock,2
CARDIO_002058,lower rate limit,untere Frequenzgrenze,lower rate limit,untere frequenzgrenze,1
CARDIO_002059,Cool - guard,Cool-Guard,cool - guard,cool-guard,1
CARDIO_002060,NQWMI,NQWMI,nqwmi,nqwmi,1
CARDIO_002061,QUINIDINE,CHINIDIN,quinidine,chinidin,2
CARDIO_002062,NEC,NEC,nec,nec,1
CARDIO_002063,Carotid arteries,Halsschlagadern,carotid arteries,halsschlagadern,1
CARDIO_002064,anterior,anterior,anterior,anterior,1
CARDIO_002065,NT,NT,nt,nt,7
CARDIO_002066,pulse irregularly irregular,Puls unregelmäßig unregelmäßig,pulse irregularly irregular,puls unregelmäßig unregelmäßig,1
CARDIO_002067,late peaking,spätes Peak-Signal,late peaking,spätes peak-signal,1
CARDIO_002068,ACE inhibitor,ACE-Hemmer,ace inhibitor,ace-hemmer,4
CARDIO_002069,New York Class III,New-York-Klasse III,new york class iii,new-york-klasse iii,1
CARDIO_002070,coronary bypass surgery,Koronarbypass-Operation,coronary bypass surgery,koronarbypass-operation,2
CARDIO_002071,tricuspid atresia,Trikuspidalatresie,tricuspid atresia,trikuspidalatresie,3
CARDIO_002072,Fontana,Fontana,fontana,fontana,1
CARDIO_002073,Marfan,Marfan,marfan,marfan,1
CARDIO_002074,subaortic,subaortal,subaortic,subaortal,1
CARDIO_002075,sick sinus node syndrome,Sick-Sinus-Syndrom,sick sinus node syndrome,sick-sinus-syndrom,1
CARDIO_002076,cardiac,kardial,cardiac,kardial,1
CARDIO_002077,Pulmonary Hypertension,pulmonale Hypertonie,pulmonary hypertension,pulmonale hypertonie,1
CARDIO_002078,cardiodefibrillator,Herzdefibrillator,cardiodefibrillator,herzdefibrillator,1
CARDIO_002079,hypertensive cardiomyopathy,hypertensive Kardiomyopathie,hypertensive cardiomyopathy,hypertensive kardiomyopathie,2
CARDIO_002080,mitral valve stenosis,Mitralklappenstenose,mitral valve stenosis,mitralklappenstenose,1
CARDIO_002081,hypertensive kidney disease,hypertensive Nierenerkrankung,hypertensive kidney disease,hypertensive nierenerkrankung,1
CARDIO_002082,coronary artery bypass,Koronararterien-Bypass,coronary artery bypass,koronararterien-bypass,20
CARDIO_002083,central,zentral,central,zentral,1
CARDIO_002084,mitral replacement,Mitralklappenersatz,mitral replacement,mitralklappenersatz,1
CARDIO_002085,lacunar CVA,Lakunärer Schlaganfall,lacunar cva,lakunärer schlaganfall,1
CARDIO_002086,pulmonary valve,Pulmonalklappe,pulmonary valve,pulmonalklappe,2
CARDIO_002087,Proximal atrial fibrillation,Proximales Vorhofflimmern,proximal atrial fibrillation,proximales vorhofflimmern,1
CARDIO_002088,dysrhythmias,Dysrhythmien,dysrhythmias,dysrhythmien,2
CARDIO_002089,Polycystic kidney disease,Polyzystische Nierenerkrankung,polycystic kidney disease,polyzystische nierenerkrankung,1
CARDIO_002090,AV,AV,av,av,2
CARDIO_002091,Paradoxal A - fib,Paradoxes Vorhofflimmern,paradoxal a - fib,paradoxes vorhofflimmern,1
CARDIO_002092,AFIB,Vorhofflimmern,afib,vorhofflimmern,2
CARDIO_002093,FLECAINIDE,FLECAINID,flecainide,flecainid,2
CARDIO_002094,nodal,knotenförmig,nodal,knotenförmig,1
CARDIO_002095,moyamoya,Moyamoya,moyamoya,moyamoya,1
CARDIO_002096,Diamond - Blackfan anemia,Diamond-Blackfan-Anämie,diamond - blackfan anemia,diamond-blackfan-anämie,1
CARDIO_002097,Ischemic cardiomyopathy,Ischämische Kardiomyopathie,ischemic cardiomyopathy,ischämische kardiomyopathie,7
CARDIO_002098,hyperthyroid,Hyperthyreose,hyperthyroid,hyperthyreose,2
CARDIO_002099,thyrotoxicosis,Thyreotoxikose,thyrotoxicosis,thyreotoxikose,2
CARDIO_002100,thyroid,Schilddrüse,thyroid,schilddrüse,1
CARDIO_002101,peripherial neuropathy,periphere Neuropathie,peripherial neuropathy,periphere neuropathie,1
CARDIO_002102,A fib,Vorhofflimmern,a fib,vorhofflimmern,1
CARDIO_002103,AR,AR,ar,ar,3
CARDIO_002104,aortic - femoral bypass,Aorta-Femoral-Bypass,aortic - femoral bypass,aorta-femoral-bypass,1
CARDIO_002105,Coronary artery,Koronararterie,coronary artery,koronararterie,1
CARDIO_002106,obstructive apnea,obstruktive Apnoe,obstructive apnea,obstruktive apnoe,1
CARDIO_002107,MI,MI,mi,mi,2
CARDIO_002108,Angina,Angina,angina,angina,1
CARDIO_002109,costochondritis,Kostochondritis,costochondritis,kostochondritis,3
CARDIO_002110,Whipple ' s disease,Whipple-Krankheit,whipple ' s disease,whipple-krankheit,1
CARDIO_002111,Pulse Generator,Impulsgenerator,pulse generator,impulsgenerator,1
CARDIO_002112,MASTICATOR SPACE,KAURAUM,masticator space,kauraum,2
CARDIO_002113,GASTROESOPHAGEAL JUNCTION,GASTROÖSOPHAGEALE ÜBERGANGSSTELLE,gastroesophageal junction,gastroösophageale übergangsstelle,3
CARDIO_002114,CHOLESTEROLOSIS,CHOLESTEROLOSE,cholesterolosis,cholesterolose,1
CARDIO_002115,AUTOMATIC IMPLANTABLE CARDIOVERTER,AUTOMATISCHER IMPLANTIERBARER KARDIOVERTER,automatic implantable cardioverter,automatischer implantierbarer kardioverter,1
CARDIO_002116,IMPLANTABLE CARDIOVERTER DEFIBRILLATOR,IMPLANTIERBARER KARDIOVERTER-DEFIBRILLATOR,implantable cardioverter defibrillator,implantierbarer kardioverter-defibrillator,1
CARDIO_002117,left atrial,linker Vorhof,left atrial,linker vorhof,1
CARDIO_002118,valve,Herzklappe,valve,herzklappe,1
CARDIO_002119,aberrantly,aberrant,aberrantly,aberrant,1
CARDIO_002120,LISINOPRIL,LISINOPRIL,lisinopril,lisinopril,4
CARDIO_002121,Central Venous Pressure,Zentralvenöser Druck,central venous pressure,zentralvenöser druck,2
CARDIO_002122,PAF,PAF,paf,paf,1
CARDIO_002123,PACING,STIMULATION,pacing,stimulation,1
CARDIO_002124,P - wave,P-Welle,p - wave,p-welle,1
CARDIO_002125,Pacing,Herzschrittmacher,pacing,herzschrittmacher,1
CARDIO_002126,isthmus,Isthmus,isthmus,isthmus,1
CARDIO_002127,VAAV response,VAAV-Reaktion,vaav response,vaav-reaktion,1
CARDIO_002128,atrial tachycardia,Vorhoftachykardie,atrial tachycardia,vorhoftachykardie,2
CARDIO_002129,slow ventricular response,langsame ventrikuläre Reaktion,slow ventricular response,langsame ventrikuläre reaktion,1
CARDIO_002130,atrial fib,Vorhofflimmern,atrial fib,vorhofflimmern,1
CARDIO_002131,cavoatrial junction,cavoatriale Verbindung,cavoatrial junction,cavoatriale verbindung,10
CARDIO_002132,Cardura,Cardura,cardura,cardura,7
CARDIO_002133,polysomnogram,Polysomnogramm,polysomnogram,polysomnogramm,2
CARDIO_002134,Furosemide,Furosemid,furosemide,furosemid,4
CARDIO_002135,endomyocardium,Endomyokard,endomyocardium,endomyokard,8
CARDIO_002136,ASCENDING AORTA,AUFSTEIGENDE AORTA,ascending aorta,aufsteigende aorta,1
CARDIO_002137,postural orthostatic tachycardia syndrome,posturales orthostatisches Tachykardie-Syndrom,postural orthostatic tachycardia syndrome,posturales orthostatisches tachykardie-syndrom,2
CARDIO_002138,PCI,PCI,pci,pci,2
CARDIO_002139,drug eluding,medikamentenfreisetzend,drug eluding,medikamentenfreisetzend,1
CARDIO_002140,GeoForm annuloplasty ring,GeoForm-Annuloplastie-Ring,geoform annuloplasty ring,geoform-annuloplastie-ring,1
CARDIO_002141,Magna pericardial valve,Magna-Perikardklappe,magna pericardial valve,magna-perikardklappe,1
CARDIO_002142,St . Jude Biocore porcine,St. Jude Biocore (Schwein),st . jude biocore porcine,st. jude biocore (schwein),1
CARDIO_002143,Carpentier - Edwards pericardial,Carpentier-Edwards-Perikardklappe,carpentier - edwards pericardial,carpentier-edwards-perikardklappe,1
CARDIO_002144,Carpentier - Edwards pericardial Magna,Carpentier-Edwards-Perikardklappe „Magna“,carpentier - edwards pericardial magna,carpentier-edwards-perikardklappe „magna“,1
CARDIO_002145,Bicuspid congenital aortic,Angeborene bikuspide Aortenklappe,bicuspid congenital aortic,angeborene bikuspide aortenklappe,1
CARDIO_002146,Pericardial,Perikardial,pericardial,perikardial,1
CARDIO_002147,Cardiopulmonary bypass,Kardiopulmonaler Bypass,cardiopulmonary bypass,kardiopulmonaler bypass,9
CARDIO_002148,Cardioplegia,Kardioplegie,cardioplegia,kardioplegie,7
CARDIO_002149,Pulmonary Artery,Lungenarterie,pulmonary artery,lungenarterie,2
CARDIO_002150,Aortic Valve,Aortenklappe,aortic valve,aortenklappe,1
CARDIO_002151,Mitral Valve,Mitralklappe,mitral valve,mitralklappe,4
CARDIO_002152,Aortic root,Aortenwurzel,aortic root,aortenwurzel,1
CARDIO_002153,Off-pump,Off-Pump,off-pump,off-pump,1
CARDIO_002154,right internal mammary artery,rechte innere Brustarterie,right internal mammary artery,rechte innere brustarterie,1
CARDIO_002155,femoral,Femoralarterie,femoral,femoralarterie,2
CARDIO_002156,right coronary,rechte Koronararterie,right coronary,rechte koronararterie,1
CARDIO_002157,Mullin sheath,Mullin-Schleuse,mullin sheath,mullin-schleuse,1
CARDIO_002158,nonpaced,nicht stimuliert,nonpaced,nicht stimuliert,1
CARDIO_002159,left anterior descending,linke vordere absteigende Koronararterie,left anterior descending,linke vordere absteigende koronararterie,1
CARDIO_002160,endoscopic vein harvesting,endoskopische Venenentnahme,endoscopic vein harvesting,endoskopische venenentnahme,1
CARDIO_002161,rate,Herzfrequenz,rate,herzfrequenz,1
CARDIO_002162,alpha,alpha,alpha,alpha,2
CARDIO_002163,non - ST elevation MI,Myokardinfarkt ohne ST-Hebung,non - st elevation mi,myokardinfarkt ohne st-hebung,1
CARDIO_002164,cardiopericardial,kardioperikardial,cardiopericardial,kardioperikardial,1
CARDIO_002165,PULSE,PULS,pulse,puls,1
CARDIO_002166,DICROTIC,DICROTIC,dicrotic,dicrotic,1
CARDIO_002167,tibioperoneal,tibioperoneal,tibioperoneal,tibioperoneal,1
CARDIO_002168,peas,pulslose elektrische Aktivität,peas,pulslose elektrische aktivität,1
CARDIO_002169,ventricles,Herzkammern,ventricles,herzkammern,3
CARDIO_002170,P -,P -,p -,p -,1
CARDIO_002171,heart sound,Herzgeräusch,heart sound,herzgeräusch,1
CARDIO_002172,pacemaker lead revision,Revision der Herzschrittmacher-Elektrode,pacemaker lead revision,revision der herzschrittmacher-elektrode,1
CARDIO_002173,posterolateral branch of the RCA,posterolateraler Ast der RCA,posterolateral branch of the rca,posterolateraler ast der rca,1
CARDIO_002174,tricuspid,Tricuspidalklappe,tricuspid,tricuspidalklappe,4
CARDIO_002175,first obtuse marginal,erste stumpfe Randarterie,first obtuse marginal,erste stumpfe randarterie,3
CARDIO_002176,physio ring,Physio-Ring,physio ring,physio-ring,1
CARDIO_002177,transmyocardial revascularization,transmyokardiale Revaskularisierung,transmyocardial revascularization,transmyokardiale revaskularisierung,1
CARDIO_002178,Omega-3 polyunsaturated fatty,Omega-3-mehrfach ungesättigte Fettsäuren,omega-3 polyunsaturated fatty,omega-3-mehrfach ungesättigte fettsäuren,1
CARDIO_002179,fatty acid,Fettsäure,fatty acid,fettsäure,2
CARDIO_002180,Omega-3 fatty acids,Omega-3-Fettsäuren,omega-3 fatty acids,omega-3-fettsäuren,2
CARDIO_002181,diltiazen,Diltiazen,diltiazen,diltiazen,1
CARDIO_002182,Cardiology 's,Kardiologie,cardiology 's,kardiologie,4
CARDIO_002183,PNDs,PNDs,pnds,pnds,1
CARDIO_002184,DTs,DTs,dts,dts,2
CARDIO_002185,sustained,anhaltend,sustained,anhaltend,1
CARDIO_002186,QR axis,QR-Achse,qr axis,qr-achse,1
CARDIO_002187,BYPASS GRAFT,BYPASS-TRANSPLANTAT,bypass graft,bypass-transplantat,3
CARDIO_002188,viral myocarditis,virale Myokarditis,viral myocarditis,virale myokarditis,1
CARDIO_002189,ABDOMINAL AORTA,BAUCHAORTA,abdominal aorta,bauchaorta,4
CARDIO_002190,JVP,JVP,jvp,jvp,4
CARDIO_002191,rhythem strip,Rhythmuskurve,rhythem strip,rhythmuskurve,1
CARDIO_002192,NSVT,NSVT,nsvt,nsvt,1
CARDIO_002193,Sinus tachycardia,Sinustachykardie,sinus tachycardia,sinustachykardie,2
CARDIO_002194,MYOCARDIAL,MYOKARDIAL,myocardial,myokardial,5
CARDIO_002195,MYOCARDIAL PERFUSION SPECT,MYOKARDPERFUSION-SPECT,myocardial perfusion spect,myokardperfusion-spect,2
CARDIO_002196,thallium-201,Thallium-201,thallium-201,thallium-201,1
CARDIO_002197,myocardial perfusion SPECT,Myokardperfusions-SPECT,myocardial perfusion spect,myokardperfusions-spect,1
CARDIO_002198,myocardial perfusion scan,Myokardperfusionsscan,myocardial perfusion scan,myokardperfusionsscan,2
CARDIO_002199,resting ejection fraction,Ejektionsfraktion in Ruhe,resting ejection fraction,ejektionsfraktion in ruhe,1
CARDIO_002200,MYOCARDIAL PERFUSION,MYOKARDPERFUSION,myocardial perfusion,myokardperfusion,1
CARDIO_002201,STRESS,STRESS,stress,stress,3
CARDIO_002202,CARDIOLITE STRESS TEST :,CARDIOLITE-BELASTUNGSTEST :,cardiolite stress test :,cardiolite-belastungstest :,1
CARDIO_002203,CARDIOLOGIST,KARDIOLOGE,cardiologist,kardiologe,1
CARDIO_002204,ADENOSINE,ADENOSIN,adenosine,adenosin,2
CARDIO_002205,VENTRICULAR TACHYCARDIA,VENTRIKULÄRE TACHYKARDIE,ventricular tachycardia,ventrikuläre tachykardie,1
CARDIO_002206,CARDIOLITE STRESS TEST,CARDIOLITE-BELASTUNGSTEST,cardiolite stress test,cardiolite-belastungstest,1
CARDIO_002207,STRESS CARDIOLITE,STRESS CARDIOLITE,stress cardiolite,stress cardiolite,1
CARDIO_002208,STRESS TEST,STRESSTEST,stress test,stresstest,1
CARDIO_002209,QT,QT,qt,qt,1
CARDIO_002210,electrocardioversion,Elektrokardioversion,electrocardioversion,elektrokardioversion,2
CARDIO_002211,ECHO,ECHO,echo,echo,7
CARDIO_002212,today,heute,today,heute,1
CARDIO_002213,perivalvular,perivalvulär,perivalvular,perivalvulär,2
CARDIO_002214,LEFT VENTRICULAR EJECTION FRACTION,EJEKTIONSFRAKTION DES LINKEN VENTRIKELS,left ventricular ejection fraction,ejektionsfraktion des linken ventrikels,2
CARDIO_002215,DIASTOLIC DYSFUNCTION,DIASTOLISCHE DYSFUNKTION,diastolic dysfunction,diastolische dysfunktion,1
CARDIO_002216,RIGHT VENTRICULAR,RECHTER VENTRIKEL,right ventricular,rechter ventrikel,3
CARDIO_002217,VENTRICULAR SIZE,VENTRIKULÄRE GRÖSSE,ventricular size,ventrikuläre grösse,1
CARDIO_002218,LEFT VENTRICULAR FUNCTION,LINKE VENTRIKULÄRE FUNKTION,left ventricular function,linke ventrikuläre funktion,1
CARDIO_002219,cardioverted,Defibrillator,cardioverted,defibrillator,1
CARDIO_002220,Nonischemic cardiomyopathy,Nicht-ischämische Kardiomyopathie,nonischemic cardiomyopathy,nicht-ischämische kardiomyopathie,2
CARDIO_002221,nonthrill AV fistula,AV-Fistel ohne Thrill,nonthrill av fistula,av-fistel ohne thrill,1
CARDIO_002222,Non - sustained ventricular tachycardia,Nicht anhaltende ventrikuläre Tachykardie,non - sustained ventricular tachycardia,nicht anhaltende ventrikuläre tachykardie,1
CARDIO_002223,myocardial,myokardial,myocardial,myokardial,2
CARDIO_002224,METOPROLOL,METOPROLOL,metoprolol,metoprolol,8
CARDIO_002225,09:00:00,09:00:00,09:00:00,09:00:00,1
CARDIO_002226,7,7,7,7,1
CARDIO_002227,10:57:00,10:57:00,10:57:00,10:57:00,1
CARDIO_002228,Lasix,Lasix,lasix,lasix,1
CARDIO_002229,pulse ox,Pulsoximeter,pulse ox,pulsoximeter,2
CARDIO_002230,naloxone,Naloxon,naloxone,naloxon,1
CARDIO_002231,NG TUBE,NG-Sonde,ng tube,ng-sonde,2
CARDIO_002232,aortic,aortisch,aortic,aortisch,1
CARDIO_002233,upstrokes,Aufwärtsstriche,upstrokes,aufwärtsstriche,1
CARDIO_002234,hemic,hemisch,hemic,hemisch,1
CARDIO_002235,gallop,Galopp,gallop,galopp,6
CARDIO_002236,ventricular device,Ventrikelgerät,ventricular device,ventrikelgerät,2
CARDIO_002237,ENDOCARDITIS,Endokarditis,endocarditis,endokarditis,1
CARDIO_002238,TRICUSPID REGURGITATE VELOCITY,TRIKUSPIDALREGURGITATIONSGESCHWINDIGKEIT,tricuspid regurgitate velocity,trikuspidalregurgitationsgeschwindigkeit,1
CARDIO_002239,Midodrine,Midodrin,midodrine,midodrin,2
CARDIO_002240,amaurosis fugax,Amaurosis fugax,amaurosis fugax,amaurosis fugax,3
CARDIO_002241,troponin leak,Troponin-Leck,troponin leak,troponin-leck,1
CARDIO_002242,Nitroglycerin,Nitroglycerin,nitroglycerin,nitroglycerin,3
CARDIO_002243,Nimodipine,Nimodipin,nimodipine,nimodipin,1
CARDIO_002244,NIFEdipine,Nifedipin,nifedipine,nifedipin,2
CARDIO_002245,Procardia XL,Procardia XL,procardia xl,procardia xl,1
CARDIO_002246,right coronary,rechte Koronararterie,right coronary,rechte koronararterie,6
CARDIO_002247,R - wave,R-Welle,r - wave,r-welle,1
CARDIO_002248,appendage,Anhang,appendage,anhang,1
CARDIO_002249,NONSPECIFIC,UNSPEZIFISCH,nonspecific,unspezifisch,1
CARDIO_002250,Femoral,Femoral,femoral,femoral,1
CARDIO_002251,hyperreflexic,hyperreflexisch,hyperreflexic,hyperreflexisch,1
CARDIO_002252,Cerebrovascular diseases,Zerebrovaskuläre Erkrankungen,cerebrovascular diseases,zerebrovaskuläre erkrankungen,1
CARDIO_002253,primary hypoaldosteronism,Primärer Hypoaldosteronismus,primary hypoaldosteronism,primärer hypoaldosteronismus,1
CARDIO_002254,Nadolol,Nadolol,nadolol,nadolol,3
CARDIO_002255,electrocardiography,Elektrokardiographie,electrocardiography,elektrokardiographie,1
CARDIO_002256,hypertrophic cardiomyopathy,hypertrophe Kardiomyopathie,hypertrophic cardiomyopathy,hypertrophe kardiomyopathie,2
CARDIO_002257,mitral,Mitralklappe,mitral,mitralklappe,1
CARDIO_002258,: Cardiology,: Kardiologie,: cardiology,: kardiologie,1
CARDIO_002259,BP:124/79,BP:124/79,bp:124/79,bp:124/79,1
CARDIO_002260,BP:121/75,BP:121/75,bp:121/75,bp:121/75,1
CARDIO_002261,amlodipine,Amlodipin,amlodipine,amlodipin,1
CARDIO_002262,Mouth,Mund,mouth,mund,1
CARDIO_002263,B - Type Natriuretic Peptide,B-Typ-natriuretisches Peptid,b - type natriuretic peptide,b-typ-natriuretisches peptid,1
CARDIO_002264,ACE Inhibitors,ACE-Hemmer,ace inhibitors,ace-hemmer,3
CARDIO_002265,BID,BID,bid,bid,1
CARDIO_002266,Q8H,Q8H,q8h,q8h,1
CARDIO_002267,Daily,Täglich,daily,täglich,3
CARDIO_002268,subQ,subQ,subq,subq,2
CARDIO_002269,QAM,QAM,qam,qam,1
CARDIO_002270,Topically,Topisch,topically,topisch,1
CARDIO_002271,Rectum,Rektum,rectum,rektum,1
CARDIO_002272,hydrALAZINE,Hydralazin,hydralazine,hydralazin,1
CARDIO_002273,K,K,k,k,1
CARDIO_002274,Vascular Surgery,Gefäßchirurgie,vascular surgery,gefäßchirurgie,2
CARDIO_002275,Tenormin,Tenormin,tenormin,tenormin,9
CARDIO_002276,Apresoline,Apresoline,apresoline,apresoline,8
CARDIO_002277,Squamous Epithelial Cells,Plaqueepithelzellen,squamous epithelial cells,plaqueepithelzellen,2
CARDIO_002278,SYSTOLIC DIAMETER,SYSTOLISCHER DURCHMESSER,systolic diameter,systolischer durchmesser,4
CARDIO_002279,AO ROOT,AO-WURZEL,ao root,ao-wurzel,1
