record_id	mention_count	ann_text_en	ann_text_de_old	ann_text_de	general_definition_en	lay_definition_en	lay_definition_de
CARDIO_003336	1	AS murmur	AS-Geräusch	AS-Geräusch	A pathological constriction that can occur above (supravalvular stenosis), below (subvalvular stenosis), or at the AORTIC VALVE. It is characterized by restricted outflow from the LEFT VENTRICLE into the AORTA. Heart sounds caused by vibrations resulting from the flow of blood through the heart. Heart murmurs can be examined by HEART AUSCULTATION, and analyzed by their intensity (6 grades), duration, timing (systolic, diastolic, or continuous), location, transmission, and quality (musical, vibratory, blowing, etc).	A sound heard when there is narrowing in the largest artery near the heart.	Ein Geräusch, das zu hören ist, wenn es in der größten Arterie in der Nähe des Herzens zu einer Verengung kommt.
CARDIO_003337	1	transthroacic echo	transthorakales Echokardiogramm	transthorakales Echo	transthroacic echo	A heart picture taken using ultrasound from outside the body.	Eine Ultraschallaufnahme des Herzens, die von außerhalb des Körpers aufgenommen wurde.
CARDIO_003338	1	tilt - table	Neigung – Tabelle	Kipptisch	A standard and widely accepted diagnostic test used to identify patients who have a vasodepressive and/or cardioinhibitory response as a cause of syncope. (From Braunwald, Heart Disease, 7th ed) - A piece of furniture having a smooth flat top that is usually supported by one or more vertical legs, or any object of a similar appearance.	A test where you lay on a table that tilts to see why you might have low blood pressure or fainting spells.	Eine Untersuchung, bei der Sie auf einem sich neigenden Tisch liegen, um festzustellen, warum Sie unter niedrigem Blutdruck oder Ohnmachtsanfällen leiden könnten.
CARDIO_003339	1	OM-3	OM-3	OM-3	OM-3	A branch of a heart artery.	Ein Ast einer Herzarterie.
CARDIO_003340	1	atrially paced	atrial stimuliert	atrial stimuliert	atrially paced	Atrially paced means the heart rhythm is controlled by a pacemaker with no natural atrial activity.	„Atrial stimuliert“ bedeutet, dass der Herzrhythmus durch einen Schrittmacher gesteuert wird und keine natürliche Vorhofaktivität vorliegt.
CARDIO_003341	1	pulmoanry	Lungen-	pulmoanry	pulmoanry	The pulmonary artery takes oxygen-poor blood from the heart to the lungs.	Die Lungenarterie transportiert sauerstoffarmes Blut vom Herzen zur Lunge.
CARDIO_003342	1	bradycardic	bradykardisch	bradykardisch	An electrocardiographic finding of abnormally slow heart rate. Thresholds for different age, gender, and patient populations exist.	Having a heart rate that is slower than usual.	Eine Herzfrequenz, die langsamer ist als gewöhnlich.
CARDIO_003343	1	aortic neck	Aortenhals	Aortenhals	The dilatation of the aortic wall behind each of the cusps of the aortic valve. neck	The aortic neck is a widened section of the aorta above an abdominal aortic aneurysm.	Der Aortenhals ist ein erweiterter Abschnitt der Aorta oberhalb eines Bauchaortenaneurysmas.
CARDIO_003344	1	nuclear perfusion stress test	nuklearer Perfusions-Belastungstest	nuklearer Perfusions-Belastungstest	A study using radioisotope tagged blood components and a nuclear scanning machine to monitor the blood flow to the myocardium during or immediately following exercise.	A test that checks how blood flows through the heart muscle during rest and activity using imaging.	Eine Untersuchung, bei der mithilfe bildgebender Verfahren überprüft wird, wie das Blut im Herzmuskel in Ruhe und bei Belastung fließt.
CARDIO_003345	2	esophagogastric	ösophagogastrisch	ösophagogastrisch	The area covering the terminal portion of ESOPHAGUS and the beginning of STOMACH at the cardiac orifice.	It's about the tube that links your mouth and stomach.	Es geht um den Schlauch, der deinen Mund mit deinem Magen verbindet.
CARDIO_003346	1	HRA	HRA	HRA	HRA	A reading location on an EKG.	Eine Messstelle am EKG.
CARDIO_003347	1	transpulmonary	transpulmonal	transpulmonal	transpulmonary	Transpulmonary means related to blood pressure in the lung artery, which can show if there's a heart issue.	„Transpulmonal“ bezieht sich auf den Blutdruck in der Lungenarterie, der Aufschluss darüber geben kann, ob ein Herzproblem vorliegt.
CARDIO_003348	1	aorticopulmonary	aortopulmonal	aortopulmonal	A congenital heart malformation characterised by incomplete separation of the truncus arteriosus and the aorticopulmonary trunk, resulting in communication between the aorta and pulmonary trunk.	A rare condition where an abnormal hole forms between two major arteries in the body, leading to high blood pressure in the lungs and potential heart failure.	Eine seltene Erkrankung, bei der sich zwischen zwei großen Arterien im Körper ein abnormales Loch bildet, was zu hohem Blutdruck in der Lunge und möglicherweise zu Herzversagen führt.
CARDIO_003349	1	cavotricuspid isthmus	Kavotrikuspidaler Isthmus	Cavotricuspid-Isthmus	cavotricuspid isthmus	The cavotricuspid isthmus is a section of the heart's right atrium.	Der cavotricuspidale Isthmus ist ein Abschnitt des rechten Vorhofs des Herzens.
CARDIO_003350	1	duodeca catheter	Duodeca-Katheter	Duodeca-Katheter	duodeca catheter	A type of catheter used to check heart problems like atrial fibrillation and atrial flutter.	Eine Art von Katheter, der zur Untersuchung von Herzproblemen wie Vorhofflimmern und Vorhofflattern verwendet wird.
CARDIO_003351	1	PIC catheter	PIC-Katheter	PIC-Katheter	A hollow tube with a balloon or sail tip that is advanced into the pulmonary artery to measure right heart pressure and cardiac output, and enable mixed venous blood sampling.	A small tube inserted into a vein that goes into the chest and is used to deliver medication slowly over an extended period.	Ein kleiner Schlauch, der in eine Vene eingeführt wird, die bis in den Brustkorb reicht, und dazu dient, Medikamente über einen längeren Zeitraum hinweg langsam zu verabreichen.
CARDIO_003352	1	subclavian pacemaker	Subclavia-Herzschrittmacher	Subclavia-Herzschrittmacher	Artery arising from the brachiocephalic trunk on the right side and from the arch of the aorta on the left side. It distributes to the neck, thoracic wall, spinal cord, brain, meninges, and upper limb. pacemaker	A pacemaker placed under the collarbone.	Ein Herzschrittmacher, der unter dem Schlüsselbein implantiert wurde.
CARDIO_003353	1	ablator catheter	Ablationskatheter	Ablationskatheter	Removal of tissue with electrical current delivered via electrodes positioned at the distal end of a catheter. Energy sources are commonly direct current (DC-shock) or alternating current at radiofrequencies (usually 750 kHz). The technique is used most often to ablate the AV junction and/or accessory pathways in order to interrupt AV conduction and produce AV block in the treatment of various tachyarrhythmias.	A tool that makes small scars in the heart to stop abnormal electrical signals.	Ein Instrument, das kleine Narben im Herzen hinterlässt, um abnormale elektrische Signale zu unterbinden.
CARDIO_003354	1	K -	K –	K -	<p>Deciduous mandibular left second molar tooth; Universal designation K; ISO designation 75</p> -	A surgical procedure to fix a leaky heart valve and address tricuspid regurgitation.	Ein chirurgischer Eingriff zur Korrektur einer undichten Herzklappe und zur Behandlung einer Trikuspidalklappeninsuffizienz.
CARDIO_003355	1	QTC	QTC	QTC	The time interval between the start of the Q wave and the end of the T wave in the cardiac cycle as corrected with a non-specified correction formula.	QTC is a medical term describing a specific time interval seen on an echocardiogram.	QTC ist ein medizinischer Begriff, der ein bestimmtes Zeitintervall beschreibt, das im Echokardiogramm zu erkennen ist.
CARDIO_003356	1	non - Q wave myocardial	Myokardinfarkt ohne Q-Welle	ohne Q-Welle, Myokard	An operation in which a term denies or inverts the meaning of another term or construction. - Of or pertaining to the myocardium.	A non-Q wave myocardial infarction is a certain kind of heart attack.	Ein Myokardinfarkt ohne Q-Welle ist eine bestimmte Art von Herzinfarkt.
CARDIO_003357	1	organic heart disease	organische Herzerkrankung	organische Herzerkrankung	Pathological conditions involving the HEART including its structural and functional abnormalities.	A condition that changes the way your heart is built.	Eine Erkrankung, die den Aufbau Ihres Herzens verändert.
CARDIO_003358	1	electrocauterized	elektrokauterisiert	elektrokauterisiert	Procedures using an electrically heated wire or scalpel to treat hemorrhage (e.g., bleeding ulcers) and to ablate tumors, mucosal lesions, and refractory arrhythmias. It is different from ELECTROSURGERY which is used more for cutting tissue than destroying and in which the patient is part of the electric circuit.	A process that uses electricity to burn and eliminate tissue.	Ein Verfahren, bei dem Gewebe mithilfe von elektrischem Strom verödet und entfernt wird.
CARDIO_003359	3	descending aortic	absteigende Aorta	absteigende Aorta	The portion of the aorta following the aortic arch passing into the chest and abdomen creating the thoracic and abdominal segments.	Descending aortic: The area of the main artery as it travels through the chest.	Aorta descendens: Der Abschnitt der Hauptschlagader, der durch den Brustkorb verläuft.
CARDIO_003360	1	pulmonary	lunge-	pulmonal	The veins that return the oxygenated blood from the lungs to the left atrium of the heart.	One of the main blood vessels that carries oxygen-poor blood from the heart to the lungs.	Eines der wichtigsten Blutgefäße, das sauerstoffarmes Blut vom Herzen zur Lunge transportiert.
CARDIO_003361	1	CVP	CVP	CVP	A procedure of surgical placement of a catheter, which lumen is usually occupied by a trocar, into the central vein (internal jugular, subclavian, and femoral often used) or veins, to provide vascular access for measurement of hemodynamic variables that cannot be measured accurately by noninvasive means. It also can be used to deliver medications that were too potent or too toxic to be administered through peripheral access, for parenteral nutrition delivery; and for placing wires and pulmonary artery catheters. Central veins are usually cannulated percutaneously. The procedure is associated with many adverse events and has to be performed or supervised by an experienced physician.	Blood pressure in the main veins returning blood to the heart, indicating how well the heart is functioning.	Der Blutdruck in den Hauptvenen, die das Blut zum Herzen zurückführen, gibt Aufschluss darüber, wie gut das Herz funktioniert.
CARDIO_003362	1	Hemophilus influenzae	Haemophilus influenzae	Haemophilus influenzae	A species of facultatively anaerobic, Gram negative, coccobacilli shaped bacteria assigned to the phylum Proteobacteria. This species is oxidase, urease and porphyrin positive, can grow in culture with V factor alone, and requires putrescines for growth in culture. H. parainfluenzae is a commensal organism of the oral cavity and pharynx but may become pathogenic in immunocompromised individuals or individuals with underlying disease, being a causative agent of endocarditis.	A type of bacteria that can cause lung and brain infections.	Eine Bakterienart, die Infektionen der Lunge und des Gehirns verursachen kann.
CARDIO_003363	1	aortic arch study	Untersuchung des Aortenbogens	Untersuchung des Aortenbogens	The curved section of the aorta between the ascending and the descending tracts. The brachiocephalic, left common carotid and left subclavian arteries branch from the aorta at this section.	Pictures of the aortic arch taken with X-ray technology.	Mit Röntgentechnik aufgenommene Bilder des Aortenbogens.
CARDIO_003364	1	MC3 ring	MC3-Ring	MC3-Ring	MC3 ring	A medical device used to fix a heart valve.	Ein Medizinprodukt zur Reparatur einer Herzklappe.
CARDIO_003365	1	VSD	VSD	VSD	Developmental abnormalities in any portion of the VENTRICULAR SEPTUM resulting in abnormal communications between the two lower chambers of the heart. Classification of ventricular septal defects is based on location of the communication, such as perimembranous, inlet, outlet (infundibular), central muscular, marginal muscular, or apical muscular defect.	A VSD is a heart defect caused by an abnormal connection between the lower chambers of the heart.	Ein VSD ist ein Herzfehler, der durch eine abnormale Verbindung zwischen den unteren Herzkammern verursacht wird.
CARDIO_003366	1	septum	Septum	Septum	This structure includes the thin muscular atrial septum between the two HEART ATRIA, and the thick muscular ventricular septum between the two HEART VENTRICLES.	A wall inside the heart that divides the upper chambers and usually closes up after birth.	Eine Wand im Herzen, die die oberen Herzkammern voneinander trennt und sich in der Regel nach der Geburt schließt.
CARDIO_003367	1	2-D echocardiogram	2D-Echokardiogramm	2-D-Echokardiogramm	The property of being measured and described using two orthogonal directions. Ultrasonic recording of the size, motion, and composition of the heart and surrounding tissues. The standard approach is transthoracic.	A heart imaging procedure using sound waves to create pictures without inserting anything into the body.	Ein Verfahren zur Bildgebung des Herzens, bei dem mithilfe von Schallwellen Bilder erzeugt werden, ohne dass etwas in den Körper eingeführt werden muss.
CARDIO_003368	1	Prucka	Prucka	Prucka	Prucka	Prucka is a system for recording and analyzing heart electrical activity during an EKG.	Prucka ist ein System zur Aufzeichnung und Analyse der elektrischen Herzaktivität während eines EKGs.
CARDIO_003369	1	T - wave	T-Welle	T-Welle	The dimension of the physical universe which, at a given place, orders the sequence of events. (McGraw-Hill Dictionary of Scientific and Technical Terms, 6th ed) - An electrocardiographic finding of the current of atrial contraction when they are depolarized. The initial portion of the P wave is largely a reflection of right atrial depolarization and the terminal portion reflects depolarization of the left atrium.	A change in the heart's electrical activity that can indicate potential heart issues.	Eine Veränderung der elektrischen Aktivität des Herzens, die auf mögliche Herzprobleme hindeuten kann.
CARDIO_003370	1	narrow complex tachycardia	schmale komplexe Tachykardie	Tachykardie mit schmalem Komplex	narrow complex tachycardia	A fast heartbeat with a specific part being shorter than normal.	Ein schneller Herzschlag, bei dem ein bestimmter Abschnitt kürzer ist als normal.
CARDIO_003371	1	SEMS	SEMS	SEMS	SEMS	Sound of blood flowing through a narrowed blood vessel or irregular heart valve.	Geräusch von Blut, das durch ein verengtes Blutgefäß oder eine unregelmäßige Herzklappe fließt.
CARDIO_003372	1	AV paced rhythm	AV-gesteuerter Rhythmus	AV-gestützter Rhythmus	A small nodular mass of specialized muscle fibers located in the interatrial septum near the opening of the coronary sinus. It gives rise to the atrioventricular bundle of the conduction system of the heart. An electrocardiographic finding in which the atrial rhythm is controlled by an electrical impulse from an artificial cardiac pacemaker. (CDISC)	When the heart beats at regular intervals with the AV node controlling the pace.	Wenn das Herz in regelmäßigen Abständen schlägt und der AV-Knoten den Rhythmus steuert.
CARDIO_003373	1	RVH	RVH	RVH	Enlargement of the RIGHT VENTRICLE of the heart. This increase in ventricular mass is often attributed to PULMONARY HYPERTENSION and is a contributor to cardiovascular morbidity and mortality.	When the muscles around the right ventricle of the heart become too big, it can cause heart problems.	Wenn die Muskeln rund um die rechte Herzkammer zu stark anwachsen, kann dies zu Herzproblemen führen.
CARDIO_003374	1	LAE	LAE	LAE	Increase in size of the left atrium. []	When part of the heart is bigger than usual and can cause heart failure and stroke.	Wenn ein Teil des Herzens größer als normal ist und dies zu Herzinsuffizienz und Schlaganfall führen kann.
CARDIO_003375	1	QAM	QAM	QAM	The median time period between the recording of a Q wave on ECG and the onset of the aortic blood pressure pulse as determined over a number of cardiac cycles during a given interval of time.	A medication that helps with chest pain, heart rhythm abnormalities, and high blood pressure.	Ein Medikament, das bei Brustschmerzen, Herzrhythmusstörungen und Bluthochdruck hilft.
CARDIO_003376	1	tricuspid insufficiency	Trikuspidalklappeninsuffizienz	Trikuspidalinsuffizienz	Backflow of blood from the RIGHT VENTRICLE into the RIGHT ATRIUM due to imperfect closure of the TRICUSPID VALVE.	When the tricuspid valve in the heart doesn't close properly, causing blood to flow in the wrong direction.	Wenn sich die Trikuspidalklappe im Herzen nicht richtig schließt, fließt das Blut in die falsche Richtung.
CARDIO_003377	1	IV	IV	IV	IV	A medication used for chest pain, abnormal heart rhythms, and high blood pressure.	Ein Arzneimittel zur Behandlung von Brustschmerzen, Herzrhythmusstörungen und Bluthochdruck.
CARDIO_003378	1	metoprolol	Metoprolol	Metoprolol	A selective adrenergic beta-1 blocking agent that is commonly used to treat ANGINA PECTORIS; HYPERTENSION; and CARDIAC ARRHYTHMIAS.	A small dose of medicine.	Eine kleine Dosis Medizin.
CARDIO_003379	1	Left ventricular dysfunction	Funktionsstörung des linken Ventrikels	Linksventrikuläre Dysfunktion	A disorder characterized by failure of the left ventricle to produce adequate output.	The heart's main chamber isn't working properly.	Die Hauptkammer des Herzens funktioniert nicht richtig.
CARDIO_003380	1	New York Heart Association Class	Klasse der New York Heart Association	Klasse der New York Heart Association	A finding associated with a patient with defined or presumed cardiac disease with inability to carry on any physical activity without discomfort. Symptoms are present even at rest or minimal exertion. (from The Criteria Committee of the New York Heart Association. Nomenclature and Criteria for Diagnosis of Diseases of the Heart and Great Vessels. 9th ed. Boston, Mass: Little, Brown & Co; 1994:253-256.) Class	A stage indicating moderate to severe heart failure.	Ein Stadium, das auf eine mittelschwere bis schwere Herzinsuffizienz hinweist.
CARDIO_003381	1	protein pump inhibitor	Proteinpumpenhemmer	Proteinpumpenhemmer	A dosing unit equal to the amount of active ingredient(s) contained in one actuation of a pumping device. A class of drugs whose main indications are the treatment of hypertension and heart failure. They exert their hemodynamic effect mainly by inhibiting the renin-angiotensin system. They also modulate sympathetic nervous system activity and increase prostaglandin synthesis. They cause mainly vasodilation and mild natriuresis without affecting heart rate and contractility.	A drug that helps decrease the amount of acid in your stomach.	Ein Medikament, das dazu beiträgt, die Säuremenge im Magen zu verringern.
CARDIO_003382	1	Revatio	Revatio	Revatio	Revatio	Revatio is a medication for treating high blood pressure in the lungs.	Revatio ist ein Arzneimittel zur Behandlung von Bluthochdruck in der Lunge.
CARDIO_003383	1	interventricular	interventrikulär	interventrikulär	The muscular structure separating the right and the left lower chambers (HEART VENTRICLES) of the heart. The ventricular septum consists of a very small membranous portion just beneath the AORTIC VALVE, and a large thick muscular portion consisting of three sections including the inlet septum, the trabecular septum, and the outlet septum.	The wall that divides the bottom parts of the heart.	Die Wand, die die unteren Teile des Herzens voneinander trennt.
CARDIO_003384	1	LMCA	LMCA	LMCA	The left main coronary artery (LMCA) is absent and the left anterior descending (LAD) and left circumflex (LCX) arteries arise from separate but adjacent ostia in the left sinus of Valsava. []	A significant blockage in the main blood vessel that provides blood to the brain.	Eine erhebliche Verstopfung des Hauptblutgefäßes, das das Gehirn mit Blut versorgt.
CARDIO_003385	1	20	20	20	20	A drug that helps fix irregular heartbeats and certain types of heart failure.	Ein Medikament, das bei Herzrhythmusstörungen und bestimmten Formen der Herzinsuffizienz hilft.
CARDIO_003386	2	II	II	II	II	An EKG lead is a way to monitor the electrical activity of the heart.	Eine EKG-Ableitung dient dazu, die elektrische Aktivität des Herzens zu überwachen.
CARDIO_003387	1	reinfarction	Reinfarkt	Reinfarkt	Formation of an infarct, which is NECROSIS in tissue due to local ISCHEMIA resulting from obstruction of BLOOD CIRCULATION, most commonly by a THROMBUS or EMBOLUS.	A reinfarction is when there is a new occurrence of damaged tissue due to blocked blood flow.	Ein Reinfarkt liegt vor, wenn aufgrund einer Durchblutungsstörung erneut Gewebeschäden auftreten.
CARDIO_003388	1	STelevation	STelevation	ST-Hebung	The condition of being elevated.	On a heart test, ST elevation shows something's wrong, which could mean a heart attack happening.	Bei einem Herz-EKG deutet eine ST-Hebung darauf hin, dass etwas nicht in Ordnung ist, was auf einen Herzinfarkt hindeuten könnte.
CARDIO_003389	1	CPK-MB	CPK-MB	CPK-MB	An isoenzyme complex comprised of a heterodimer of creatine kinase M-type and B-type.	An enzyme that shows if someone had a heart attack.	Ein Enzym, das anzeigt, ob jemand einen Herzinfarkt hatte.
CARDIO_003390	1	amyloid heart disease	Amyloid-Herzerkrankung	Amyloid-Herzerkrankung	The accumulation of amyloid protein in the heart. Cardiac amyloidosis is irreversible and may lead to conductive dysfunction as well as heart failure secondary to restrictive cardiomyopathy.	A condition where protein plaques called amyloid accumulate in the heart muscle, making it harder for the heart to pump blood.	Eine Erkrankung, bei der sich sogenannte Amyloid-Plaques im Herzmuskel ansammeln, wodurch das Herz Schwierigkeiten hat, Blut zu pumpen.
CARDIO_003391	1	pleuropericardial	pleuroperikardial	pleuroperikardial	Inflammation of both the PERICARDIUM and the PLEURA.	It's something that involves both the lining of the lungs and the heart.	Es handelt sich um eine Erkrankung, die sowohl die Lungenauskleidung als auch das Herz betrifft.
CARDIO_003392	1	Atheromatous	Atheromatös	Atheromatös	Blocking of a blood vessel by CHOLESTEROL-rich atheromatous deposits, generally occurring in the flow from a large artery to small arterial branches. It is also called arterial-arterial embolization or atheroembolism which may be spontaneous or iatrogenic. Patients with spontaneous atheroembolism often have painful, cyanotic digits of acute onset.	Atheromatous means having a waxy buildup inside your blood vessels.	„Atheromatös“ bedeutet, dass sich in den Blutgefäßen wachsartige Ablagerungen bilden.
CARDIO_003393	1	aortic	aortisch	aortisch	The curved section of the aorta between the ascending and the descending tracts. The brachiocephalic, left common carotid and left subclavian arteries branch from the aorta at this section.	The part of the aorta above the heart that curves between the ascending and descending aorta.	Der Abschnitt der Aorta oberhalb des Herzens, der sich zwischen der aufsteigenden und der absteigenden Aorta krümmt.
CARDIO_003394	1	Supramaximal stress test	Supramaximaler Belastungstest	Supramaximaler Belastungstest	Supramaximal stress test	A test to see how much energy your body can make without relying on oxygen, like a quick and intense sprint.	Ein Test, um festzustellen, wie viel Energie Ihr Körper ohne Sauerstoffzufuhr produzieren kann, beispielsweise bei einem kurzen, intensiven Sprint.
CARDIO_003395	1	bicuspid aortic	bikuspidale Aortenklappe	bikuspidale Aortenklappe	The presence of an aortic valve with one instead of the normal three cusps (flaps). [HPO:probinson, PMID:18480095, PMID:20329493]	The bicuspid aortic valve has only two flaps instead of three in the heart.	Die bicuspide Aortenklappe hat nur zwei Klappensegel statt der üblichen drei im Herzen.
CARDIO_003396	1	Hypertrophic obstructive cardiomyopathy	Hypertrophe obstruktive Kardiomyopathie	Hypertrophe obstruktive Kardiomyopathie	A form of CARDIAC MUSCLE disease, characterized by left and/or right ventricular hypertrophy (HYPERTROPHY, LEFT VENTRICULAR; HYPERTROPHY, RIGHT VENTRICULAR), frequent asymmetrical involvement of the HEART SEPTUM, and normal or reduced left ventricular volume. Risk factors include HYPERTENSION; AORTIC STENOSIS; and gene MUTATION; (FAMILIAL HYPERTROPHIC CARDIOMYOPATHY).	When the heart muscle gets thicker than it should be, it's called hypertrophic obstructive cardiomyopathy, which can often be managed and allow for a normal life.	Wenn der Herzmuskel dicker wird, als er sein sollte, spricht man von einer hypertrophen obstruktiven Kardiomyopathie, die oft gut behandelt werden kann und ein normales Leben ermöglicht.
CARDIO_003397	1	right ventricularpressure	Rechtsventrikuläredruck	Rechtsventrikulärdruck	The maximum pressure exerted into the systemic arterial circulation during the contraction of the right ventricle of the heart.	Blood pressure caused by the right side of the heart.	Blutdruck, der durch die rechte Herzhälfte verursacht wird.
CARDIO_003398	1	aortography	Aortographie	Aortographie	Radiographic visualization of the aorta and its branches by injection of contrast media, using percutaneous puncture or catheterization procedures.	Looking at the aorta using ultrasound or MRI.	Untersuchung der Aorta mittels Ultraschall oder MRT.
CARDIO_003399	1	cont	Fortsetzung	Fortsetzung	cont	A drug that helps reduce excess fluid in the body often seen in conditions like heart failure and kidney disease.	Ein Medikament, das dabei hilft, überschüssige Flüssigkeit im Körper abzubauen, wie sie häufig bei Erkrankungen wie Herzinsuffizienz und Nierenerkrankungen auftritt.
CARDIO_003400	1	lasix	Lasix	Lasix	lasix	A medication made from foxglove leaves used for certain heart problems.	Ein Arzneimittel aus Fingerhutblättern, das bei bestimmten Herzproblemen eingesetzt wird.
CARDIO_003401	1	will	wird	wird	will	A drug that helps to lessen excess fluid in the body caused by conditions like heart failure, liver disease, or kidney disease.	Ein Medikament, das dabei hilft, überschüssige Flüssigkeit im Körper abzubauen, die durch Erkrankungen wie Herzinsuffizienz, Leber- oder Nierenerkrankungen verursacht wird.
CARDIO_003402	1	airway	Atemwege	Atemwege	airway	A pacemaker wire placed into the airway.	Ein in die Atemwege eingeführter Schrittmacher-Draht.
CARDIO_003403	1	albuminemic	albuminämisch	albuminämisch	Albumin protein in urine samples, which is a marker for kidney dysfunction. Persistently elevated concentrations of albumin in the urine can be diagnostic for kidney damage caused by diabetes, high blood pressure, heart failure, cirrhosis, or lupus.	Blood protein leaking due to swelling causing albuminemia.	Durch Schwellungen bedingter Austritt von Blutproteinen, der zu einer Albuminämie führt.
CARDIO_003404	1	CEREBRAL ANGIOGRAPHY	ZEREBRALE ANGIOGRAPHIE	ZEREBRALE ANGIOGRAPHIE	A non-invasive method that uses a CT scanner for capturing images of blood vessels and tissues. A CONTRAST MATERIAL is injected, which helps produce detailed images that aid in diagnosing VASCULAR DISEASES.	A test that uses imaging to capture pictures of the blood vessels in the brain.	Eine Untersuchung, bei der mithilfe bildgebender Verfahren Aufnahmen der Blutgefäße im Gehirn erstellt werden.
CARDIO_003405	1	ANTERIOR COMMUNICATING ARTERY	VORDERE VERBINDUNGSARTERIE	VORDERE KOMMUNIKATIONSAERTERIE	MYOCARDIAL INFARCTION in which the anterior wall of the heart is involved. Anterior wall myocardial infarction is often caused by occlusion of the left anterior descending coronary artery. It can be categorized as anteroseptal or anterolateral wall myocardial infarction. COMMUNICATING ARTERY	A brain blood vessel linking left and right anterior cerebral arteries.	Ein Hirngefäß, das die linke und die rechte vordere Hirnarterie miteinander verbindet.
CARDIO_003406	1	cardiology	Kardiologie	Kardiologie	<p>Provision of diagnosis and treatment of diseases and disorders affecting the heart</p>	Heart doctor.	Herzspezialist.
CARDIO_003407	1	ischemic	ischämisch	ischämisch	insufficient blood supply to a body part	Ischemic means when the heart muscle becomes weak and pumps less blood due to coronary artery disease.	„Ischämisch“ bedeutet, dass der Herzmuskel aufgrund einer koronaren Herzkrankheit geschwächt ist und weniger Blut pumpt.
CARDIO_003408	1	ependymoma	Ependymom	Ependymom	Glioma derived from EPENDYMOGLIAL CELLS that tend to present as malignant intracranial tumors in children and as benign intraspinal neoplasms in adults. It may arise from any level of the ventricular system or central canal of the spinal cord. Intracranial ependymomas most frequently originate in the FOURTH VENTRICLE and histologically are densely cellular tumors which may contain ependymal tubules and perivascular pseudorosettes. Spinal ependymomas are usually benign papillary or myxopapillary tumors. (From DeVita et al., Principles and Practice of Oncology, 5th ed, p2018; Escourolle et al., Manual of Basic Neuropathology, 2nd ed, pp28-9)	A type of brain tumor that starts in cells lining spaces in the spinal cord and brain.	Eine Art von Hirntumor, der in den Zellen entsteht, die die Hohlräume im Rückenmark und im Gehirn auskleiden.
CARDIO_003409	1	interventricular	interventrikulär	interventrikulär	Of or relating to a ventricle (of the heart or brain).	Bleeding in the brain between ventricles.	Blutung im Gehirn zwischen den Ventrikeln.
CARDIO_003410	1	coronary	koronar	koronar	An expandable hollow tube that is advanced into an obstructed or narrow coronary artery to restore blood flow to the heart.	A medical process where a tube is inserted into a heart artery to remove a blockage.	Ein medizinischer Eingriff, bei dem ein Katheter in eine Herzarterie eingeführt wird, um eine Verstopfung zu beseitigen.
CARDIO_003411	1	root	Stamm	Wurzel	Excision of the apical portion of a tooth through an opening made in the overlying labial, buccal, or palatal alveolar bone. (Dorland, 28th ed)	Root is a surgery that fixes the aortic section near the heart.	Bei einer Root-Operation wird der Abschnitt der Aorta in der Nähe des Herzens repariert.
CARDIO_003412	2	hemi - arch	Hemi-Bogen	Hemi-Bogen	One of two equal parts; a quantity corresponding to one half of the whole. - arch shaped bony structure of the foot	Hemi-arch is heart surgery that replaces part of the aortic arch without replacing the arch vessels.	Bei einer Hemi-Bogen-Operation wird ein Teil des Aortenbogens ersetzt, ohne die Bogengefäße zu ersetzen.
CARDIO_003413	1	Left main coronary artery	Linke Hauptkoronararterie	Linke Hauptkoronararterie	The opening of the left coronary artery at its origin.	A major heart artery.	Eine wichtige Herzarterie.
CARDIO_003414	1	Triple - vessel	Dreifachgefäß	Dreifach-Gefäß	Three individuals derived from three FETUSES that were fertilized at or about the same time, developed in the UTERUS simultaneously, and born to the same mother. - Any of the tubular vessels conveying the blood (arteries, arterioles, capillaries, venules, and veins).	A severe type of heart disease where the three main blood vessels supplying the heart are blocked.	Eine schwere Form der Herzerkrankung, bei der die drei Hauptblutgefäße, die das Herz versorgen, verstopft sind.
CARDIO_003415	1	ascending aorta	aufsteigende Aorta	aufsteigende Aorta	To travel upward. None	The ascending aorta is the part of an artery that goes up.	Die aufsteigende Aorta ist der Teil einer Arterie, der nach oben verläuft.
CARDIO_003416	1	Dual - chamber	Zweikammer	Zweikammer	<p>Dual purpose. Defined purposes based on species and breed</p> - Organ chamber which consists of a wall that surrounds the cavity of a cardiac atrium or ventricle.	A device that uses two leads in the heart to imitate the normal heart's action.	Ein Gerät, das mithilfe von zwei Elektroden im Herzen die normale Herzfunktion nachahmt.
CARDIO_003417	2	MONITORING	ÜBERWACHUNG	ÜBERWACHUNG	In medicine, to regularly watch and check a person or condition to see if there is any change. Also refers to a device that records and/or displays patient data, such as for an electrocardiogram (EKG).	Keeping an eye on someone for a period to see how they are doing.	Jemanden über einen bestimmten Zeitraum hinweg im Auge behalten, um zu sehen, wie es ihm geht.
CARDIO_003418	1	Defibrillator	Defibrillator	Defibrillator	Implantable devices which continuously monitor the electrical activity of the heart and automatically detect and terminate ventricular tachycardia (TACHYCARDIA, VENTRICULAR) and VENTRICULAR FIBRILLATION. They consist of an impulse generator, batteries, and electrodes.	A defibrillator is a tool that corrects irregular heartbeats.	Ein Defibrillator ist ein Gerät, das Herzrhythmusstörungen behebt.
